URL,Date,Title,Content
https://www.themorning.lk/articles/yvaSksD3UrXADRHFcr0E,29 Aug 2023,The Lost Hostels expands into Sri Lanka,"The Lost Hostels unveils the opening of two new hostels in Sri Lanka. This strategic expansion marks a monumental achievement as The Lost Hostels becomes the first Indian brand to venture into the backpackers hostel segment in Sri Lanka, signifying a milestone for the travel industry in both nations.Famed for delivering a perfect blend of adventure and comfort to travelers, The Lost Hostels has etched indelible memories across some of India's most iconic destinations. With its footprint now extending to Sri Lanka, the brand promises to replicate its signature magic. The new hostels' prime locations offer guests effortless access to premier attractions, vibrant nightlife, and immersive cultural experiences.The visionary founder of The Lost Hostels Jitesh Agrawal, expressed his enthusiasm, stating: ""We are elated to introduce The Lost Hostels experience to Sri Lanka. Our objective is to offer a distinctive fusion of adventure and comfort, affording travellers the chance to explore novel destinations, forge connections with like-minded souls, and positively impact local communities. We firmly believe that this expansion will not only enhance the traveller's journey but also contribute positively to the communities we serve.""The decision to extend operations to Sri Lanka underlines The Lost Hostels' unwavering commitment to fostering collaboration and support to the local travel industry. This move is especially poignant amidst the ongoing economic challenges faced by Sri Lanka. As an Indian entity, The Lost Hostels' entry into the Sri Lankan market ushers in prospects for cross-cultural exchange and economic prosperity.Co-Founder of The Lost Hostels Sri Lanka Harshit Soni added: ""Having been immersed in the incredible ambiance and spirit of The Lost Hostels in Varkala, our decision to collaborate with Jitesh and establish a hostel in Sri Lanka felt natural. Our aim is to recreate the immersive and enriching experience that we encountered at our Varkala hostel. We want to offer travellers the opportunity to bond with fellow adventurers, create enduring memories, and cultivate a sense of community. Teaming up with Hamza (Mohamed Hamza - Co-Founder of The Lost Hostels Sri Lanka), we are excited to infuse Sri Lanka with this distinct and vibrant atmosphere, enabling travelers to embark on an extraordinary journey of exploration and camaraderie.""Equipped to meet the escalating demand for affordable and comfortable accommodations, The Lost Hostels draws from its well-established success in India. The brand is well-versed in the art of exceptional customer service and cultivating a welcoming environment for travelers from diverse backgrounds.The inauguration of the two new hostels in Sri Lanka ushers in a new chapter for The Lost Hostels, reaffirming its prominence as a key player in the hostel industry, both domestically and overseas.Looking ahead, The Lost Hostels envisions expanding to other prominent backpacker destinations across India, South East Asia, and global markets. The brand is steadfast in its mission to emerge as a global icon, delivering unparalleled travel experiences to backpackers worldwide.The Lost Hostels is known for providing affordable and comfortable accommodations in some of India and Sri Lanka's most iconic destinations. Merging adventure and comfort, The Lost Hostels aims to craft distinctive travel encounters for individuals and groups, enabling them to uncover new horizons, form enduring friendships, and craft memories that last a lifetime.
"
https://www.themorning.lk/articles/5dewtJSeYer3xKS3QLMQ,03 Oct 2023 | By Roshani Fernando,"‘SL should manufacture, not import vehicles’","In conversation with Automobile Industry Council Chairman Ravith SilvaSri Lanka’s automobile industry is of the view that lifting the ban on vehicle imports would greatly impact industrialists, as Sri Lanka should ideally start earning foreign exchange via manufacturing of products instead of spending on imports. According to Automobile Industry Council Chairman Ravith Silva, the first step would be to assemble vehicles in Sri Lanka with a local value addition of 25%, which would mean a reduction of 25% in forex outflow.In conversation with The Daily Morning Business, Silva highlighted the various challenges the automobile industry in Sri Lanka has been going through. The following are excerpts from the interview.What are the current challenges and opportunities facing the automobile industry in Sri Lanka amidst the import ban?If we consider the global situation, the story starts with the world order. The world order is in a continuously shifting mindset. Every half a century, the world order changes. As we started the turn of the century, the United States of America was at the top of the world order, as determined by the reserve currency that is used by most of the world’s population.But now, we can see that the reserve currency has been challenged. With initiatives such as vostro accounts Sri Lanka set up with India, for example, it has become possible to trade in rupees, where we are directly converting our currency to theirs. The world order was further challenged by the Covid-19 issue and then again by the war between Ukraine and Russia.In this context, Sri Lanka has always been a country where the East meets the West. Through the centuries, Sri Lanka has been a trader’s paradise, which is why we see a multi-ethnic community in Sri Lanka. Therefore, in a context where the world order is changing, Sri Lanka has been dependent on imports. But any business that spends more money than what it earns would obviously fail and that is what happened to Sri Lanka. We were living beyond our means; we were importing beyond what we were exporting.In that context, disruption actually gives us opportunity. Wherever there’s disruption, there is opportunity. Now, Sri Lanka needs to find an industrial mindset, in a context where, for example, the apparel industry is being challenged all over the world. We can see apparel companies are closing down and moving out. Their market space has changed because Bangladesh and Vietnam have gathered quite a lot of momentum in that area and created bilateral agreements to move their products, whereas Sri Lanka has not done that. We are reliant on the goods and services tax (GST)-plus only, while others have varying mechanisms to push their apparel.As a country, if we consider a 30% value addition with regard to vehicles coming into Sri Lanka, that in itself will save forex outflow. It is an opportunity for local industrialists to find a mechanism and engineer the system to develop local components. If the country employs professional engineers and does highly technical, high-quality value additions, then they will be opened up for world markets.For example, if Brand A comes down to Sri Lanka to supply the local market and we manufacture a small component, such as a battery, we wouldn’t have to think a lot. As soon as we get approval from the manufacturer to install the battery to the particular vehicle, we open up the opportunity, through the manufacturer, to supply to their supply chains all over the world.One of the challenges is that the world is changing. Everybody wants to be the top dog, so everybody is power-hungry; everybody wants the other person down. This in itself is an opportunity. For instance, Eastern companies do not have a market in countries like America and American products don’t have a market in the East. But if all these companies were to come down to Sri Lanka and invest in Sri Lanka, it would be a neutral ground where the Americas, Europe, and Eastern nations like China can come to trade.What is your opinion on the recent Cabinet approval to import electric vehicles (EVs) into the country without customs tariffs?It’s a double-edged sword. This was basically done to get manufacturers to Sri Lanka. If policymakers have solely focused on the local market when making the decision, then there is a bit of a concern because I don’t know if our national grid is up to handling an increased number of electric vehicles, as this would require a lot of power.However, if you consider China, they have two types of electric vehicles. One type has a long range while the other has smaller batteries with a shorter range. Therefore, long-range vehicles are used for long-range travel, which are a bit more expensive. Short-range vehicles are made to travel short distances. The consumer has to be intelligent in this regard because the problem with electric vehicles is that people buy the wrong car for the wrong application. The other thing to consider is the high electricity tariff. EVs consume a huge amount of energy because they need to be charged. The user has to analyse and evaluate these issues before buying a vehicle.Why is the Government so hesitant to regulate this industry? If you were to propose several regulatory measures on behalf of the Automobile Industry Council, what would they be?As a professional, I would say there are a lot of initiatives the Government can implement. The mandate of the Automobile Industry Council is centred around the development of knowledge, skills, and education. We did not have a council initially. We are grateful that, as it stands, a council has been established for a modest objective. But going forward, Sri Lanka needs to have a standards institute with regard to automobiles.The study of automobiles is a very vast subject and is a very unique subject. But do we have an education system where the study of the automobile is taught on its own merit? Among all the State universities, we only offer a generic mechanical engineering degree programme.We have 6,000 people applying to the Ceylon German Technical Training Institute. Out of the 6,000, only 600 applicants are accepted. The automobile industry is a logic-based industry. So, again, coming back to primary and secondary education, does the Sri Lankan education system, including the primary and secondary systems, include the study of automobiles as a subject? On the other hand, the Government needs to provide the relevant recognition. For instance, consider the Medical Council of Sri Lanka. The Medical Council regulates and licenses doctors, nurses, and pharmacists as well as pharmaceutical products. Sri Lanka has an engineering council. But does the engineering council recognise an automobile engineer? Does the engineering council recognise an automobile technician? Does it recognise an automobile equipment or material supplier? And do they license them? No. As it stands, these engineering bodies have to be updated. Can you provide insight into the trends and innovations that are shaping the future of the automobile sector in Sri Lanka?Before internal combustion engine vehicles (ICEV) and petrol and diesel cars came to the forefront, electric cars were the first cars in the world. In fact, the first car was an electric car.The problem they faced at the time was with regard to range because electric cars cannot travel a long distance. Bertha Benz, when she drove for 60 miles in her Benz car, was when people thought that it would be good for the long haul.Still, the range was the problem, and it was the only thing that needed to be solved. So she came up with the ICEV engine because it provided the required range, which the electric vehicle failed to do. Thus, for the last 200 years, range has been the problem because we do not have the technology to store energy for vehicles to travel a long distance and then recharge quickly.In this context, EVs are the future in most people’s minds simply because of sustainable development goals, as it is one way to reduce the carbon footprint.But then again, we have to question whether the range problem can be solved. There are vehicles that can do about 500-600 km per charge. But then again, how long does it take to recharge to travel another 500-600 km? This is a very crucial question that needs to be resolved. The first thing Sri Lanka can do is to change our road landscape laws and regulations to inculcate autonomous public vehicles and public service vehicles like buses. They travel the same route day in and day out. They don’t need to stop at different places. They start from one place and go from point A to point B and stop in between at designated places. Therefore, autonomous vehicles are a future trend that is coming to Sri Lanka. But Sri Lanka cannot harness this technology simply because we lack the appropriate road culture and road discipline. But again, it is something for regulators to think about. Are we going to look at future trends and prepare Sri Lanka for it? In that case, it has to be a gradual adaptation of technology. It has to be gradually implemented into society, otherwise, society will reject it. What are your thoughts on the recent statement that State Minister of Finance Ranjith Siyambalapitiya made on the relaxation of import restrictions on lorries, trucks, and buses that are utilised for public transportation purposes?That of course is a quick way to put a nail in the coffin of industries. This is akin to asking a newborn to run as soon as it is born. How can a newborn child compete with an Olympic athlete? The Sri Lankan automobile industry is in its infancy. Although we started before India, India has progressed beyond us. If we consider their per capita gross domestic product (GDP) versus Sri Lanka’s, we are higher. We have more vehicles per person. We have eight million vehicles compared to 20 million inhabitants. Every family in Sri Lanka, according to statistics, has a vehicle, because our people are in a trading mentality.I do agree with trade but we have to empower local industries. India took a decision last month to ban all laptop imports to promote the assembling of laptops in their country. Imports have to be opened up but corrective measures and monetary and non-monetary decisions to safeguard local industrialists need to be taken as well.Currently, Sri Lanka has to start making money and stop spending money. To stop spending money, we need to start manufacturing in Sri Lanka. The first step is to assemble products in Sri Lanka with a local value addition of 25%. This means we would be reducing 25% of our forex outflow.If we spend $ 100 for a complete vehicle, now we would be spending only $ 75 and putting $ 25 into the local economy. This would ensure a positive local economic activity. The second stage is to export that $ 25 worth of components to Japan, America, China, or India. When we start exporting, we are offsetting another $ 25 from that $ 75. And when we export to Sri Lanka, if we assume we import 100 vehicles a year at $ 25, we are saving $ 25 into $ 100. But the moment we start exporting these components, we are exporting 1,000-2,000 units of that $ 25.Initially, we would be saving $ 25 per vehicle. If you import 100 vehicles, we would be saving $ 2,500. In the second stage, we would be exporting $ 25 per vehicle into 1,000 vehicles – that’s $ 25,000. And then we would offset that against 100 vehicles at $ 75, which would come to $ 7,500. You are left with $ 17,500.How does the council collaborate with government bodies and other stakeholders to support the growth of the automobile industry?he automobile council is backed by the Government but is led by the private sector. We do not utilise government money or government hand-me-downs to operate the council. We do not want to be a burden to the government but want to be a council that empowers the community as well as the country. And if you go to the nucleus of the council, it has to do with education, skills development, and dignity in the workplace. We are supported by a lot of organisations, as well as numerous government organisations. I believe it’s the first time that several ministries have got together and are working in a council. We have the Ministry of Industries, the Ministry of Transport as well as the Ministry of Education working together. We have six ex-officials, two academic institutions, and eight private organisations representing the private industry, while eight individuals from eight different industries within the government represent themselves.Regardless of whether they are in after-sales services, R&D, vehicle importers, or motor vehicle agents, they are all working together cohesively to develop certain things. We are trying to achieve inclusion and diversity. We want to include people with different abilities and disabilities in the automobile industry. We also want to allow diversity, which would include females working in the automobile industry. If you consider the rest of the world, most architects, design architects, and automobile design architects are females.As a council, we have already developed certain modules. Earlier, we had modules called NVQ4 and NVQ5. Now, with the council’s intervention, we have facilitated the development of NVQ+.
"
https://www.themorning.lk/articles/SllBVaoZncSggn2xxJUG,21 Jun 2023,National IT Trade Policy to be formulated,"A National Information Trade Policy for the information technology (IT) sector of Sri Lanka is to be formulated in order to mitigate future losses due to international trade agreements that have been signed sans such a policy.The matter was highlighted during discussions of the “Sectoral Oversight Committee on Alleviating the Impact of the Economic Crisis”, which convened under the chairmanship of Gamini Waleboda, with experts in the fields of IT and international trade agreements. Accordingly, the National Front of Professionals has submitted a proposal to the Sectoral Committee which included the central features that should be included in a future national trade policy. Sectoral Committee Chairman Gamini Waleboda assured the professionals of his willingness to cooperate with the necessary steps to bring about such a policy while acknowledging the need for a national trade policy.The IT sector is a service sector that makes a significant contribution to Sri Lanka’s economy. In 2019, the income generated by it was $ 1.5 billion which is a contribution of 2% of the gross domestic product (GDP), with a high potential to increase this revenue further. Furthermore, high demand for IT professionals in Sri Lanka in the world was also noted. Meanwhile, the IT sector’s contribution to India’s GDP is as high as 8%. Accordingly, a proposal was presented to the committee by the experts in the field to elevate the IT sector in Sri Lanka to a similar high-income-generating status.       It was also revealed that due to the recently introduced tax reforms, professionals in the IT sector are tempted to leave the country with many IT companies trying to move their business operations to other countries.
"
https://www.themorning.lk/articles/Addtd9IEf7wUoGNB7xq6,30 Jan 2024 | BY Imsha Iqbal,Tax rate increase not ideal despite IMF advice,"Although the International Monetary Fund (IMF) recommendation is to increase tax rate in order to increase Government revenue,  Atlas Network Executive Vice President (International Programmes) Dr. Tom G. Palmer suggested otherwise saying it worked for Greece despite all odds. Dr. Palmer made these remarks yesterday (29) morning during the panel discussion at the Economic Freedom Summit (EFSummit2024) organised by the Advocata Institute.  However, the Government of Sri Lanka increased its Value Added Tax (VAT) with effect from 1 January from the existing rate of 15% to 18% while 18% from zero  for several goods. At the same time, during the recent press briefing held with the IMF delegation during its visit to Sri Lanka o at the Central Bank of Sri Lanka (CBSL) premises, IMF Senior Mission Head Peter Brewer suggested introducing a property tax swiftly citing sustainability of the revenue based consolidation and the burden should be shared fairley. Brewer further noted:  “Tax policy measures need to be accompanied by strengthening tax administration, removing tax exemptions and actively eliminating tax evasion to make reforms more sustainable.”TWCorp (Pvt.) Limited Chairman and Chief Executive Officer (CEO) Thilan Wijesinghe, Resident Fellow from Fraser Institute Fred McMahon, Chairman of Committee on Public Finance and Parliamentarian Dr. Harsha de Silva and Advocata Institute Director Daniel Alphonsus were among the panellists. LIRNEasia Chairman Prof. Rohan Samarajiva  moderated the panel.  Meanwhile, former Chairman at Board of Investment (BOI) of Sri Lanka and TWCorp (Pvt.) Limited Chairman and CEO Thilan Wijesinghe delivered the keynote speech for the session prior to the panel discussion.
"
https://www.themorning.lk/articles/lDsyHxJ6gU17JarDQByp,15 Jun 2023 | BY Imsha Iqbal,Sri Lanka Customs to benefit from lifted import restrictions,"Sri Lanka Customs anticipate that the recently lifted restrictions of certain goods by the Government of Sri Lanka (GoSL) would make a ‘positive impact’ on its revenue generation amidst its struggle for reaching target for 2023, The Daily Morning Business learnt.Speaking to The Daily Morning Business yesterday (14), Senior Director of Customs Sudattha Silva stated: “That will have a slight positive impact, but we have not done any assessment to what extent that will contribute to the revenue.” Responding to the question raised by the Daily Morning Business on whether the Customs be able to reach this year’s target revenue, Silva said: “ We (Sri Lanka Customs) have a doubt whether we can reach that target given by the Government this year.”   Explaining the reason behind its inability he noted that the Customs revenue is generated through the imports and exports while the Customs is not involved in influencing imports or exports, but the businesses. There are temporary import suspensions still in place since 2020, he added. Therefore, among the recommendations to the Government to consider was to allow vehicle exports. However, the Sri Lanka Customs also ponder whether it is possible to give green light to that since vehicles are one of the major foreign exchange draining commodities to the country.    In a recent meeting between the Sectoral Oversight Committee (SOC) on National Economic and Physical Plans and Sri Lanka Customs held to discuss the contribution of the Sri Lanka Customs to the  government revenue, the Chairman of the SOC, MP Mahindananda Aluthgamage noted that Rs.1,226 billion are expected as income of Sri Lanka Customs in this year's budget and only Rs.330 billion received within the past 5 months. At the same time, the Sri Lanka Customs officials who were present at the meeting predicted that the income that can be obtained this year is Rs.783 billion while suggesting that possibilities  of importing vehicles under a credit line with a country such as Japan would be  the best way to increase the Customs’ revenue without forex draining. They further pointed out that if the proposals of the Customs are fulfilled, the revenue would reach around Rs.1,100 billion.
"
https://www.themorning.lk/articles/tXAEfGbJlqbx8WqPJ5aI,28 Feb 2023 | By Imesh Ranasinghe,China requests multilateral debt to be included in restructuring,"G20 countries oppose China’s requestMDBs ability to retain ‘AAA’ by not being part of restructuring cited a reasonChina wants debt by multilateral agencies such as the World Bank to be included in Sri Lanka’s debt restructuring negotiations, while other countries in the G20 oppose it, India’s Economic Affairs Department Secretary Ajay Seth said.Speaking to international media last Saturday (25) after the G20 Finance Ministers and Central Bank Governors meeting, he said that in the debt roundtable, the question of whether Multilateral Development Banks (MDBs) should be part of the debt restructuring was holding down the discussions as China wanted MDBs included in debt restructuring.“It is a fundamental issue where China had a different view,” he addedHowever, he said that other member countries opposed China’s views as MDBs, by not being part of any debt restructuring, are able to retain a “AAA” status in the market for raising their debt at a considerably low cost.Moreover, he said that member countries also discussed the issue of transparency in the debt treatment such as whether the Debt Sustainability Analysis (DSA) by the International Monetary Fund (IMF) could be shared earlier with improved transparency.Further, in a statement following the G20 meeting, IMF Managing Director Kristalina Georgieva said that efforts to strengthen the debt architecture and improve the speed and effectiveness of debt resolution should be taken in light of rising debt vulnerabilities in many countries.She said that it is therefore imperative for the G20 to strengthen the debt architecture. The G20 did so in 2020 with the Debt Service Suspension Initiative (DSSI) and by establishing the Common Framework (CF) for debt resolution.Since then, she noted, the CF delivered a debt operation for Chad. It is now critical to complete Zambia’s debt restructuring, establish a Creditor Committee for Ghana, and advance work with Ethiopia, she further highlighted.“Nonetheless, more predictable, timely, and orderly processes are needed both for countries under the CF and for those not covered by it, including Sri Lanka and Suriname,” she said.
"
https://www.themorning.lk/articles/47YtSgEyEO6SrLtcMZmI,17 Mar 2023,"Sri Lanka to adopt an inflation target, introduce new CBSL legislation","Sri Lanka will introduce the new Central Bank of Sri Lanka (CBSL) legislation with the intent of improving independence, accountability, and price stability in the country, Central Bank Governor Nandalal Weerasinghe said yesterday (16).Sri Lanka is awaiting a $ 2.9 billion bailout programme from the International Monetary Fund (IMF) to be finalised on 20 March, and establishing a fully-independent Central Bank was one of the key criteria to receive the aid package.Economic mismanagement coupled with the impact of the Covid-19 pandemic left Sri Lanka severely short of dollars for essential imports at the start of last year, tipping the country into the worst financial crisis since independence from Britain in 1948.The new legislation will prioritise controlling inflation, Weerasinghe said, adding that the Finance Minister and the Central Bank would reach an agreement on what the inflation target should be.A separate governing board, consisting of six members and the Governor, will be formed in addition to the monetary board, he added.The Central Bank will be required to issue an inflation report every six months and will need to provide an explanation to a parliamentary committee on its performance as and when necessary, Weerasinghe said.(Reuters)
"
https://www.themorning.lk/articles/oWqMPJMIg6x9zp6jEctK,21 Jan 2024 | – By Shenal Fernando,EDB delays 2024 target,"Consultations with exporters ongoing ITC reviewing National Export Strategy formulated by EDBFirst 10 months of 2023 revealed shortfall of $ 9.9 bThe Export Development Board (EDB) is yet to fix an annual target for Sri Lanka’s export sector, 21 days into the new year.Speaking to The Sunday Morning Business, EDB Chairman Dr. Kingsley Bernard revealed that the EDB was still studying Sri Lanka’s export market and carrying out consultations with exporters in order to determine its export target for 2024. “We are studying it at the moment and conducting a couple of meetings with exporters, etc., so it will take a few more days,” he stated.Commenting on the status of the National Export Strategy, which was initially scheduled to be unveiled in 2023, he revealed that the International Trade Centre (ITC) was currently studying the strategy formulated by the EDB.Speaking to The Sunday Morning Business, National Chamber of Exporters (NCE) President Jayantha Karunaratne revealed that customarily, the NCE itself did not set any annual export target and that it was usually the EDB that set such targets.He stated that he was unaware of the precise reason for the delay in fixing the annual export target for 2024.The EDB had originally forecasted a merchandise and service export target of $ 18.5 billion for 2023. However, based on data published by the EDB, the first 10 months of 2023 showed a significant shortfall of $ 9.9 billion, down 10.54% Year-on-Year (YoY) from the performance recorded during the equivalent period in 2022. This decline in Sri Lankan exports has largely been blamed on the chaotic external environment amidst the Ukraine-Russia war and the Israel-Gaza war as well as the economic slowdown in the West.
"
https://www.themorning.lk/articles/d0Wh7PajDaSnrJrnYMaN,23 Jan 2023,Sri Lanka earned $ 900 million through rubber exports in 2022,"Sri Lanka has made Rs. 327 billion ($ 900 million) in 2022 by exporting rubber products, the Rubber Development Department said.The department’s Director General Madawa Kulasuriya told the media last Saturday (21) that this was a slight drop from the revenue recorded in 2021, which amounted to $ 1 billion, the Xinhua news agency reported.However, Sri Lanka intends to increase revenue from rubber products to $ 3 billion by 2025, he further said, adding that the US, Germany, and Japan are the major markets for finished rubber, while Pakistan, Germany, and Japan are the major markets for natural rubber.Sri Lanka is one of the leading natural rubber exporters in the world, and in 2021, the sale of tyres accounted for nearly 70% of the income from rubber exports, according to official data.
"
https://www.themorning.lk/articles/Mj0nReEcK64bDZW9eGGt,17 Oct 2023 | BY Imesh Ranasinghe,EOIs for SriLankan to be called by end of Oct.,"The Government of Sri Lanka is to call for Expression of Interest (EOI) for the proposed joint venture of SriLankan Airlines by the end of October 2023, as the Government looks for at least $ 500 million capital injection to make the airline viable, Minister of Ports, Shipping and Aviation Nimal Siripala de Silva said.The Minister added that he has been pressing on Suresh Shah, the head of the State-Owned Enterprises (SOE) restructuring Unit to expedite the process for SriLankan Airlines in calling EOIs. Speaking to Ada Derana 24  on Sunday (15), the Minister said: “He (Shah Shah) has promised me (subject Minister) by the end of this month they (SOE) will get all the papers (for the EOI) ready and they will publish in the international media.” The minister further said that the airline has a debt owed to international markets, state banks and fuel suppliers of about $ 1.2 billion which includes $ 100 million owed to the lessors of the aircraft. “We can't run this airline because we need a capital injection. We have to have at least $ 500 million in capital to make this airline a viable airline. The Government has no money to do that and the Government doesn't intend to do that,” he said.Accordingly, De Silva said that the correct policy is to go into a joint venture to get the necessary capital and ensure the airline is running smoothly “We have not yet called for Expression of Interest (EOIs) from the buyers or from anybody who wants to come and invest here, but there are a lot of inquiries from us but we can't negotiate with them because now the Treasury is the owner of the airline,” he added.The Minister said that when the cabinet paper for the joint venture of SriLankan Airlines was first presented to the Cabinet, the Cabinet of ministers thought it prudent to refer it to the Treasury.He said that the Treasury has taken the view in consultation with the World Bank and the International Monetary Fund ( IMF) to appoint the International Finance Corporation (IFC), the World Bank's private sector investment arm as an independent transaction advisor.
"
https://www.themorning.lk/articles/nzqmiR7nSy3xKaA3cIkl,27 Jul 2023,SMIB appoints new Chairman,"The State Mortgage & Investment Bank (SMIB) announces the appointment of Joseph Soosaithasan as the bank’s new Chairman.Commenting on the appointment, Joseph Soosaithasan, the newly appointed Chairman of SMIB, shared:” It is indeed an honour to take the reins as Chairman of this prestigious institution. I look forward to uplifting the portfolio and volume so that we are on par with our immediate competitors. I also hope to take our bank to the next level by harnessing the power of specialisation in the vital sectors of Agri, Livestock, and Fisheries and to embrace technological advancement as a catalyst for growth, and to identify and implement systematic changes. It is a privilege to be the Chairman of this esteemed financial institution, to help lead it in the right direction, and to position ourselves as a major player in the financial sector.""Joseph’s appointment reflects SMIB’s commitment to ensuring stability and progress in delivering exceptional financial services to its valued customers. As a fully government-owned licensed specialised bank with a history spanning over nine decades, SMIB has consistently demonstrated its reliability and trustworthiness in serving the financial needs of individuals and businesses in Sri Lanka.    SMIB General Manager and CEO Thushara Asuramanna commented on the appointment of the new Chairman, and said: ""With the appointment of Joseph Soosaithasan as our new Chairman, I believe that the role is crucial in steering the direction of our bank and fostering a culture of collaboration, innovation, and success. I am confident that under his guidance, our bank will thrive and reach new heights and enable the digital transformation of all areas in the bank.”This appointment comes at a pivotal moment for SMIB as the bank aims to further enhance its branch network and digital capabilities, delivering tailored financial services that align with the evolving requirements of its diverse customer base. Joseph Soosaithasan is an accomplished professional with over 26 years of experience in the Apparel Manufacturing and Leisure Sectors in Sri Lanka and abroad. As a fellow member of the Chartered Institute of Management Accountants, UK, Joseph has held significant positions, including General Manager at Timex & Fergasam Group and L.M.Collections (Pvt) Ltd, as well as Star Apparels (T) Limited in Tanzania. He also worked as a Management Consultant for esteemed organisations such as KPMG, USAID, and Prime Exponents Inc in the Philippines. Joseph’s extensive expertise in management accounting has been instrumental in providing valuable insights and guidance to companies, enabling them to enhance their financial performance and operational efficiency.
"
https://www.themorning.lk/articles/UzxiMDsN4fB1BuTUVcg1,21 Feb 2023 | By Imsha Iqbal,Electricity tariff hike further pressures retail sector,"Retailers say there would be no growth in industryMore industries concerned over how to take businesses forwardThe electricity tariff hike, which came into effect last Thursday (16), is to bring the growth of the retail sector of the country to a halt, and most industries anticipate severe pressure followed by the tax increase as a result of the prevailing economic crisis in Sri Lanka.Speaking to The Daily Morning Business yesterday (20), Sri Lanka Retailers’ Association (SLRA) Founder and former Chairman Hussain Sadique stated: “The growth (of the retail sector) will be curtailed; there will not be any growth. It is a crisis, basically.” He noted that the impact would be similar to that of a crisis situation as the growth of the sector will be severely curtailed, while, simultaneously, the margins are to be further eroded. However, Sadique said that he cannot determine the exact extent of the impact at the moment. Following this tariff hike on retailers, only the evaluation of the repercussions can be observed, he said, responding to a query raised by The Daily Morning Business regarding the impact of the tariff hike. He added that the industry might resort to alternative measures to withstand the tide such as the use of generators to preserve energy, reduce costs, reduce working hours, etc.Meanwhile, The Daily Morning Business also contacted Ceylon National Chamber of Industries (CNCI) Chairman Canisius Fernando on the matter. He said that whenever the prices of utilities increase, the industries encounter problems as margins are eroded and the numbers cannot run, which ultimately results in the closing down of companies. He commented: “We cannot manage now. Diesel prices have gone up, then the electricity (tariff), and now the water (tariff), and taxes; what else is there to be increased? Meanwhile, The Daily Morning reported yesterday (20) Hotel Association of Sri Lanka (THASL) President M. Shanthikumar to have said: “They have placed the hotel industry on a super tariff where the increase is 27% more than that of any other industry. This is an unfair increase. Therefore, although electricity tariffs have increased, we are not in a position to increase rates.” Minister of Water Supply Jeevan Thondaman recently said that a water tariff hike is also likely while the Ministry is exploring alternatives such as renewable energy.
"
https://www.themorning.lk/articles/dfe8oA8gCDz7Q4gk0h7i,01 Feb 2024,"Kelum Edirisinghe, new NDB Bank CEO","NDB Bank announced the appointment of Kelum Edirisinghe as the Director/Chief Executive Officer (CEO), effective from today (1).Edirisinghe expressed his enthusiasm, stating: “I am honoured to join NDB, a bank renowned for its commitment to financial excellence and innovation. I look forward to contributing to NDB's continued success and leveraging my experience to drive strategic initiatives that align with the bank’s vision.”Bringing with him a career spanning 30 years, Edirisinghe joins NDB after a tenure with HSBC Sri Lanka and Maldives. His wealth of experience includes holding key senior management positions, with his last role being Chief Risk Officer at HSBC, where he also chaired the Risk Committee.Throughout his extensive banking journey, Edirisinghe has demonstrated versatile leadership across various domains, including Enterprise-wide Risk Management, Commercial Banking, Fund Management, Debt Restructuring, Financial Analysis, and Branch Banking. His academic achievements include a BSc from the University of Manchester in association with The Chartered Institute of Bankers and an MBA from Edith Cowan University, Australia. Additionally, he holds a Diploma in Financial Management from the Association of Chartered Certified Accountants and a certification in Treasury and Foreign Exchange Operations from the Central Bank of Sri Lanka.Edirisinghe’s commitment to banking excellence extends beyond his professional roles. He actively contributes to the industry as a member of the Faculty Advisory Committee of the Centre for Banking Studies at the Central Bank of Sri Lanka.The appointment of Kelum Edirisinghe reflects NDB Bank’s vision to strengthen its leadership team with seasoned professionals. His proven track record in risk management, commercial banking, and leadership aligns seamlessly with NDB’s commitment to excellence, innovation, and customer-centric values.
"
